date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:29	31000/31000	---M--	200	added ('OK')	text/css	etag:%222062ce2-7918-55ae16d73cb80%22	http://themenate.com/espire/html/dist/assets/css/font-awesome.min.css	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/css/font-awesome.min.css	(from http://themenate.com/espire/html/dist/)
22:49:30	72158/72158	---M--	200	added ('OK')	text/css	etag:%222062cdf-119de-55ae16d648940%22	http://themenate.com/espire/html/dist/assets/css/animate.min.css	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/css/animate.min.css	(from http://themenate.com/espire/html/dist/)
22:49:31	180774/180774	---M--	200	added ('OK')	text/css	etag:%222062ce0-2c226-567ad643193a4%22	http://themenate.com/espire/html/dist/assets/css/app.css	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/css/app.css	(from http://themenate.com/espire/html/dist/)
22:49:33	103348/103348	---M-Z	200	added ('OK')	text/html	etag:%222062ccf-193b4-55b6d8ff03400-gzip%22	http://themenate.com/espire/html/dist/index.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/index-2.html	(from http://themenate.com/espire/html/dist/)
22:49:33	5034/5034	---M--	200	added ('OK')	image/png	etag:%222062d08-13aa-55ae16e2ae680%22	http://themenate.com/espire/html/dist/assets/images/logo/logo.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/images/logo/logo.png	(from http://themenate.com/espire/html/dist/)
22:49:33	4250/4250	---M--	200	added ('OK')	image/png	etag:%222062d07-109a-55ae16e2ae680%22	http://themenate.com/espire/html/dist/assets/images/logo/logo-white.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/images/logo/logo-white.png	(from http://themenate.com/espire/html/dist/)
22:49:33	56785/56785	---M-Z	200	added ('OK')	text/html	etag:%222062cc7-ddd1-55b6d8fd1af80-gzip%22	http://themenate.com/espire/html/dist/email.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/email.html	(from http://themenate.com/espire/html/dist/)
22:49:34	71509/71509	---M-Z	200	added ('OK')	text/html	etag:%222062cc2-11755-55b6d8fc26d40-gzip%22	http://themenate.com/espire/html/dist/calendar.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/calendar.html	(from http://themenate.com/espire/html/dist/)
22:49:34	97020/97020	---M-Z	200	added ('OK')	text/html	etag:%222062cda-17afc-55b6d901dfac0-gzip%22	http://themenate.com/espire/html/dist/social.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/social.html	(from http://themenate.com/espire/html/dist/)
22:49:35	90860/90860	---M-Z	200	added ('OK')	text/html	etag:%222062cc3-162ec-55b6d8fc26d40-gzip%22	http://themenate.com/espire/html/dist/cards.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/cards.html	(from http://themenate.com/espire/html/dist/)
22:49:35	110432/110432	---M-Z	200	added ('OK')	text/html	etag:%222062cc1-1af60-55b6d8fc26d40-gzip%22	http://themenate.com/espire/html/dist/buttons.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/buttons.html	(from http://themenate.com/espire/html/dist/)
22:49:35	80143/80143	---M-Z	200	added ('OK')	text/html	etag:%222062cd1-1390f-55b6d8fff7640-gzip%22	http://themenate.com/espire/html/dist/modals.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/modals.html	(from http://themenate.com/espire/html/dist/)
22:49:35	126739/126739	---M-Z	200	added ('OK')	text/html	etag:%222062cdc-1ef13-55b6d902d3d00-gzip%22	http://themenate.com/espire/html/dist/tabs.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/tabs.html	(from http://themenate.com/espire/html/dist/)
22:49:35	76675/76675	---M-Z	200	added ('OK')	text/html	etag:%222062cd4-12b83-55b6d900eb880-gzip%22	http://themenate.com/espire/html/dist/progress-slider.html	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/progress-slider.html	(from http://themenate.com/espire/html/dist/)
